"Date","P1","E1","P2","E2","P3","E3","Q"
2007-02-14,0,2.0628,0,2.1203,24.96,2.0495,11.8235797359
2007-02-15,0,1.1572,0,1.3508,0,1.4353,8.405779451
2007-02-16,0,1.5115,0,1.4191,0,1.6764,6.1836309316
2007-02-17,0,1.6522,0,1.5619,0,1.7097,5.0352041466
2007-02-18,0,2.0185,0,1.871,0,2.0825,4.334131228
2007-02-19,0,2.0236,0,1.8137,0,2.0018,3.9256968392
2007-02-20,0,2.3512,0,2.0724,0,2.3642,3.6964379091
2007-02-21,0,2.127,9.76,1.752,3,2.1378,4.1769689466
2007-02-22,0,2.9387,0,2.359,4,2.1234,4.7313756985
2007-02-23,0,2.9266,0,2.6346,0,3.0022,4.3299607644
2007-02-24,0,2.8226,0,2.4338,0,2.9262,4.0577233149
2007-02-25,14.46,2.2729,7.72,1.9036,12.43,2.352,6.0184818533
2007-02-26,0,2.5966,0,2.52,0,3.017,5.3457885173
2007-02-27,0,2.8785,0,2.6857,0,3.0705,4.6913372845
2007-02-28,0,2.9534,0,2.7883,0,3.2154,4.1767580194
2007-03-01,1.99,2.4889,0,2.7034,13.63,2.8875,5.5598462485
2007-03-02,13.37,2.362,15.73,2.1768,35.64,2.479,12.5352770747
2007-03-03,0,2.7634,0,2.4524,0,2.8463,7.8193122235
2007-03-04,0,2.5213,0,2.3541,0,2.8629,5.2670484635
2007-03-05,0,2.3472,0,2.1327,0,2.475,4.5389898282
2007-03-06,0,2.7045,0,2.4501,0,2.8259,4.0609944016
2007-03-07,0,2.886,0,2.6863,0,3.1758,3.7648756232
2007-03-08,0,2.9804,0,2.7855,0,3.2997,3.5911317495
2007-03-09,0,3.1771,0,2.9134,0,3.4099,3.4918673238
2007-03-10,0,3.1422,0,2.9487,0,3.4704,3.4352764999
2007-03-11,0,3.3252,0,3.1074,0,3.5811,3.4021952553
2007-03-12,0,3.2156,0,3.2289,0,3.7836,3.3816973651
2007-03-13,3.95,2.2762,0,3.0839,0,3.8583,3.4936444175
2007-03-14,2.38,2.5802,1.06,2.9369,0,3.8086,3.6579904548
2007-03-15,12.12,2.2767,7.07,2.1638,0,3.2036,4.1899096211
2007-03-16,0,3.1038,2,2.421,5.6,2.108,4.8772779909
2007-03-17,0,3.0999,0,2.8639,0,3.2117,4.3014827497
2007-03-18,0,3.2003,0,2.8185,0,3.1916,3.9388591485
2007-03-19,0,3.1977,0,3.1217,0,3.4427,3.6787006925
2007-03-20,0,3.3994,0,3.2866,0,3.7616,3.5189538902
2007-03-21,0,3.5009,0,3.4076,0,4.0078,3.4261379417
2007-03-22,0,3.4641,0,3.5018,0,4.109,3.3727246208
2007-03-23,0,3.7136,0,3.6583,0,4.1071,3.3412333541
2007-03-24,0,3.7888,0,3.7577,0,4.326,3.3215427693
2007-03-25,0,3.853,0,3.826,0,4.4475,3.3080517306
2007-03-26,0,3.718,0,3.8187,0,4.5689,3.2977519774
2007-03-27,0,3.6032,0,3.7508,0,4.3844,3.2890726584
2007-03-28,0,3.4972,0,3.602,0,4.3665,3.2812229883
2007-03-29,0,3.9915,0,3.8579,0,4.6085,3.2738130748
2007-03-30,0,4.2294,0,3.8951,0,4.6805,3.2666446228
2007-03-31,0,3.9421,0,3.703,0,4.023,3.2596260103
2007-04-01,31.57,2.0676,11.67,2.7274,24.86,2.8871,7.306891543
2007-04-02,10.06,3.0369,30.13,2.255,91.78,2.0221,28.8159180951
2007-04-03,0,4.1113,0,3.4873,0,3.8596,13.4656776377
2007-04-04,10,3.3701,4.72,2.8216,0.29,4.3756,6.5284563192
2007-04-05,0.13,3.3433,0,3.5353,0,4.4182,5.6734666314
2007-04-06,0,3.4318,0,3.0359,0,3.6585,4.7876806211
2007-04-07,0,3.3933,0,3.0102,0,3.3887,4.1413104085
2007-04-08,0,2.1334,0,2.4308,0,3.0656,3.7512859439
2007-04-09,0,3.3117,0,2.9234,0,3.3731,3.5347139205
2007-04-10,4.13,2.6544,0,2.8185,0,3.713,3.5499261394
2007-04-11,7.62,3.0004,19.41,2.4633,7.2,3.1627,4.7299991973
2007-04-12,0,4.7491,0,4.5659,0,5.218,4.8152437688
2007-04-13,0,4.7335,0,4.4531,0,5.0982,4.524546875
2007-04-14,20.43,3.8111,0,4.5053,0,5.3067,4.7596173445
2007-04-15,0,4.2528,25.46,3.2749,49.42,3.9449,14.0372183076
2007-04-16,0,4.1623,0,3.6537,0,3.6613,8.1676352842
2007-04-17,0,4.6007,0,4.2843,0,4.8125,5.2682844197
2007-04-18,4.18,3.6418,7.44,3.485,0,5.0731,4.8093974667
2007-04-19,0,4.2797,0,4.1729,0,4.8298,4.6058444019
2007-04-20,0,4.9516,0,4.5824,0,5.3684,4.2085736798
2007-04-21,0,5.0084,0,4.547,0,5.0653,3.8622769496
2007-04-22,0,5.1728,0,4.638,0,5.1632,3.6268939896
2007-04-23,0,5.0052,0,4.6928,0,5.3228,3.4824060935
2007-04-24,0,3.7721,0,4.4099,0,5.3686,3.397391103
2007-04-25,5.04,3.6586,0,4.2254,0,5.4329,3.5082110411
2007-04-26,28.09,3.0225,27.15,3.3437,0,4.8211,5.012538231
2007-04-27,0,4.8994,0,4.8197,15.33,4.1152,7.4779626102
2007-04-28,0,4.8632,0,4.663,0,5.4959,5.7459543708
2007-04-29,0,5.5251,0,5.0646,0,5.7148,4.7451559556
2007-04-30,0,5.7457,0,5.1975,0,6.02,4.1093757929
2007-05-01,0,5.5575,0,5.256,0,6.2032,3.7359291623
2007-05-02,7.76,3.8541,0,5.0767,0,6.1529,3.7734397149
2007-05-03,11.63,3.6925,0,4.7875,0,5.9088,4.1796930835
2007-05-04,30.16,3.8499,10.82,3.3066,0,5.8731,5.3228405146
2007-05-05,0,4.228,6.06,2.8493,0,5.6341,5.84177684
2007-05-06,0,4.542,0,4.9815,0,6.0084,5.1116373614
2007-05-07,0,5.4507,0,5.002,0,6.1198,4.353240128
2007-05-08,0,5.1351,0,5.0206,0,5.6806,3.8619812769
2007-05-09,0,4.7409,0,5.2784,0,5.9889,3.581632586
2007-05-10,0,5.2736,0,5.3931,0,6.3085,3.4271550082
2007-05-11,0,5.4334,0,5.3075,0,6.4004,3.3433472096
2007-05-12,0,5.6216,0,5.2857,8.16,5.7519,3.7644832
2007-05-13,0,5.781,0,5.2793,0,6.1815,3.3010552138
2007-05-14,0,5.8671,0,5.2384,0,6.0763,3.2734036775
2007-05-15,3.2,5.4516,0,4.8628,0,5.5844,3.3571032578
2007-05-16,10.55,3.885,0,4.6163,0,5.8368,3.7421927196
2007-05-17,0,5.1788,9.12,3.6468,0,5.2358,3.9732999927
2007-05-18,0,5.2956,0,4.7402,0,5.7485,3.8414535336
2007-05-19,0,5.3643,0,4.9352,0,5.7966,3.6247068136
2007-05-20,0,5.6678,0,5.2292,0,6.1183,3.456079593
2007-05-21,0,5.6959,0,5.4891,0,6.3896,3.3474510886
2007-05-22,0,5.6311,0,5.4354,0,6.5956,3.2818487612
2007-05-23,15.32,3.6292,0,5.1647,0,6.4368,3.7308176295
2007-05-24,1.6,4.9338,0,4.9316,0,5.8876,4.0572519325
2007-05-25,0,5.644,0,5.0873,0,5.8076,3.7873166248
2007-05-26,0,5.7952,0,5.1494,0,5.996,3.4863506445
2007-05-27,0,5.6243,0,5.2095,0,6.158,3.3104385799
2007-05-28,0.08,5.3489,0,5.2049,0,6.0153,3.228568633
2007-05-29,7.56,3.737,8.82,4.0073,0,6.0051,3.5042488297
2007-05-30,9.03,3.8362,14.81,3.2659,0,5.6592,4.1909677986
2007-05-31,5.95,4.3342,15.13,3.102,0,5.4562,4.8677689642
2007-06-01,0,5.8313,2.76,5.1311,0,6.1921,4.9861565702
2007-06-02,0,5.6582,15.17,4.5424,0,5.7006,4.8304732322
2007-06-03,5.11,4.6657,0,5.3292,0,6.351,4.8748957996
2007-06-04,7.47,4.5737,0.12,5.0713,0,6.1969,4.8538063773
2007-06-05,0,5.9539,0,4.9351,0,5.8958,4.5339685483
2007-06-06,0,6.0754,0,5.4171,0,6.1788,4.0244552686
2007-06-07,0,5.5494,0,5.2451,0,5.8958,3.6631663929
2007-06-08,0,5.1446,4.25,3.7928,3.51,4.8451,3.6680410809
2007-06-09,0,5.3675,1.73,4.9589,33.28,5.2093,8.0686003271
2007-06-10,0,6.4418,8.92,4.5454,8.9,5.6167,5.7507871922
2007-06-11,0,6.2977,0,6.1765,0,7.403,4.1005516917
2007-06-12,13.29,4.8328,0,6.2162,0,7.4451,4.1885666395
2007-06-13,0,6.2781,0,6.0153,8.96,5.6286,5.0691576586
2007-06-14,0,6.4901,0,5.8749,0,6.5983,4.0018355097
2007-06-15,15.53,4.5044,0,5.8164,0,6.5944,4.1168074819
2007-06-16,21.84,3.5634,3.17,5.1373,0,6.4366,4.9514454356
2007-06-17,0,5.2556,0,5.4492,0,6.2001,5.0350956221
2007-06-18,11.98,3.9255,0,5.3657,0,6.5893,4.6964251877
2007-06-19,11.53,4.1564,13.31,4.2578,16.18,4.6057,6.3653202139
2007-06-20,25.25,4.8417,35.85,4.3719,24.38,4.1626,10.4701241533
2007-06-21,0,6.2148,0,5.8617,0,7.0361,8.0526201517
2007-06-22,0,6.3758,0,6.1054,0,6.8863,6.4252264434
2007-06-23,0,5.9261,0,5.9207,0,6.9155,5.2186592337
2007-06-24,0,5.8336,0,5.5326,0,6.5947,4.3959548497
2007-06-25,0,5.8802,0,5.1367,0,5.6065,3.895223225
2007-06-26,0.74,5.575,10.99,4.1517,0,6.0627,3.8094793001
2007-06-27,0,5.7438,0,5.4614,0,6.4767,3.899435628
2007-06-28,0,6.0876,0,5.8443,0,6.6884,3.7899711571
2007-06-29,0,6.0208,0,5.6734,12.73,5.307,4.5808404345
2007-06-30,0,6.1195,0,5.7887,0,6.7895,3.5937099338
2007-07-01,0.7,6.2222,0,5.8196,0,6.7258,3.4646623123
2007-07-02,18.57,4.3015,0,5.8505,33.13,5.2344,8.7022615082
2007-07-03,12.45,4.5146,0.59,5.6027,0,5.6345,5.6031181341
2007-07-04,13.99,3.6644,21.52,4.0122,17.53,4.211,8.118599182
2007-07-05,10.26,3.3152,25.8,3.8434,13.07,4.4209,9.0323062794
2007-07-06,23.8,3.0021,15.26,3.9153,6.74,4.5574,9.2049115223
2007-07-07,19.84,3.0084,8.8,3.6585,0,5.9876,8.8804434497
2007-07-08,0,5.425,15.18,3.8236,16.18,4.3913,10.8189426145
2007-07-09,0,4.7206,0,5.2611,0,5.7746,7.7206891312
2007-07-10,0,5.6352,0,5.3077,0,6.5836,6.0797557498
2007-07-11,0,5.7115,2.16,4.9578,0,6.2124,5.0383861324
2007-07-12,0,6.1416,1.39,5.0368,8.99,5.2101,5.1772966289
2007-07-13,0,6.2849,9.21,4.4676,0,6.6767,4.3227476178
2007-07-14,9.84,4.6395,24.7,4.01,0,6.5475,5.2234145151
2007-07-15,8.75,2.9793,15.36,3.1793,11.11,4.7836,7.7310698882
2007-07-16,13.81,3.7579,11.22,2.8256,4.64,4.702,8.3742087434
2007-07-17,4.72,4.465,2.18,4.2092,24.02,4.8011,11.6406693797
2007-07-18,0,6.0583,0,5.0656,0,6.5679,7.4565600286
2007-07-19,0,6.2447,0,5.3358,0,6.6578,5.6024688346
2007-07-20,23.04,4.5115,0,5.4798,0,6.7506,5.3562946559
2007-07-21,7,4.6153,2.89,5.0696,6.98,5.9561,6.0424283996
2007-07-22,5.57,4.7944,0,5.7819,0,6.5946,5.2302820771
2007-07-23,0,6.4031,0,5.6408,0,6.4028,4.6024388923
2007-07-24,0,6.1411,2.36,4.9229,12.95,4.5147,5.2352267057
2007-07-25,0,6.3538,0,5.2849,6.62,4.7958,4.6146962546
2007-07-26,0,6.1971,0,5.3811,0,6.2544,3.7483632973
2007-07-27,0,5.7204,0,5.5977,10.97,4.7685,4.6905219245
2007-07-28,5.78,3.9892,0,5.7193,0,6.7011,3.790101241
2007-07-29,11.55,3.8732,0,5.6501,0,6.639,4.0942699323
2007-07-30,0.94,5.6031,0,5.5324,0,6.8359,4.1769825932
2007-07-31,6.86,4.5064,16.09,4.3039,9.68,5.121,5.0767147404
2007-08-01,24.67,4.4873,4.3,4.2517,9.55,5.1249,6.4348387777
2007-08-02,0,6.1687,4.73,4.363,0,6.4015,5.9097258153
2007-08-03,0,6.1119,0,5.7263,0,6.3825,5.0907132263
2007-08-04,0,6.2263,0,5.713,0,6.1912,4.3464951585
2007-08-05,0,6.0638,0,5.7179,0,6.704,3.8651735056
2007-08-06,0,5.6587,0,5.4731,0,6.5328,3.5892883938
2007-08-07,0,5.7858,0,5.331,0,6.751,3.4373703641
2007-08-08,0,5.9975,0,5.4655,0,6.8931,3.353888131
2007-08-09,0,6.0547,0,5.5771,0,6.6411,3.3067110922
2007-08-10,0,6.0847,0,5.4385,5.86,5.3233,3.5812164692
2007-08-11,0,6.3847,0,5.8463,0,6.6943,3.2775635917
2007-08-12,0,6.5193,0,6.2274,0,6.5102,3.2584011031
2007-08-13,0,6.5558,0,6.0242,0,6.4525,3.2439600375
2007-08-14,0,6.5582,0,5.7938,0,6.5542,3.2319637892
2007-08-15,0,6.3294,0,5.6756,0,6.8553,3.2213330257
2007-08-16,0,5.977,0,5.498,0,6.7043,3.2115478097
2007-08-17,0,5.3981,0,5.3661,0,6.4415,3.2023574896
2007-08-18,4.01,3.965,0,5.2803,1.66,6.1104,3.3841804115
2007-08-19,0,5.3782,0,5.2208,0,6.0285,3.3935927502
2007-08-20,0,5.6099,0,5.0938,0,6.1191,3.3105075209
2007-08-21,0,5.5753,0,5.2803,0,6.2631,3.2345583686
2007-08-22,0,5.6493,0,5.4083,0,6.4861,3.190404561
2007-08-23,0,5.7069,0,5.4368,0,6.2812,3.166924929
2007-08-24,0,5.7475,0,5.2868,0,5.9792,3.1534821796
2007-08-25,0,5.6311,0,5.0844,0,5.9958,3.1443884178
2007-08-26,0,5.4813,12.49,3.6993,0,5.8693,3.2374706619
2007-08-27,0,5.5699,8.51,4.4055,12.5,4.3057,4.3752339904
2007-08-28,0,5.5648,28.62,3.5759,14.55,4.0502,5.8748173068
2007-08-29,0,5.0877,5.11,3.4758,5.42,3.9783,5.6930254591
2007-08-30,21.29,3.8853,8.88,3.5458,0,5.7036,5.7392131617
2007-08-31,19.93,3.5714,15.01,3.4971,19.44,4.2905,9.6626948336
2007-09-01,14.3,3.8647,8.94,3.5249,12.19,4.1204,9.9791606349
2007-09-02,9.77,3.7995,13.56,3.1757,5.36,3.5767,8.7993329354
2007-09-03,0,4.3842,7.27,3.0396,16.73,3.4722,10.3576282073
2007-09-04,0,4.7723,0,3.9914,13.96,3.8629,9.4196479977
2007-09-05,0,4.4565,0,4.3411,0,5.4348,5.7700999164
2007-09-06,6.22,3.1491,0,4.4656,0,5.4603,4.7571206978
2007-09-07,13.19,3.4731,0,4.2881,0,5.0803,4.746150479
2007-09-08,9.72,3.4531,4.72,3.403,0,5.3136,4.9851305093
2007-09-09,0,4.5234,0,4.5652,0,5.628,4.7774030959
2007-09-10,0,4.6839,0,4.6587,0,5.6176,4.213544695
2007-09-11,0,4.6607,0,4.5617,0,5.4589,3.7931401391
2007-09-12,1.47,4.2192,0,4.3447,0.28,4.7634,3.6112233469
2007-09-13,28.07,2.2594,12.15,2.9642,21.62,3.9354,6.9938259929
2007-09-14,73.31,1.7969,10.29,2.5351,6.05,3.5315,9.0443027194
2007-09-15,0,4.2164,0,3.7578,17.14,3.6387,12.0649241961
2007-09-16,0,4.4998,0,4.4078,0,5.1687,7.6716464522
2007-09-17,0,4.5446,0,4.3369,0,4.9713,5.7384383782
2007-09-18,0,4.5527,0,4.4008,0,4.902,5.0096855969
2007-09-19,0,4.3938,0,4.2002,0,4.7635,4.4658337822
2007-09-20,0,4.436,0,4.2302,0,4.7216,3.9241957755
2007-09-21,0,4.3679,0,4.147,0,4.3145,3.5890862958
2007-09-22,0,4.2946,5.64,2.6442,30.17,2.3462,7.8225693971
2007-09-23,0.42,3.9711,9.03,2.4009,14.51,2.9932,7.1038069155
2007-09-24,17.45,2.7775,11,2.4902,8.5,3.3866,6.7511623522
2007-09-25,14.33,1.9385,0.04,3.7332,0,4.4665,6.0127371607
2007-09-26,22.82,2.4311,0,3.9675,0,4.4761,6.2494889929
2007-09-27,0,3.8001,0,3.9129,0,4.4599,5.8220884454
2007-09-28,0,3.834,0,3.894,0,4.5671,4.7626388207
2007-09-29,0,3.8889,0,3.8736,0,4.5761,4.0234372872
2007-09-30,0,4.0064,0,3.8152,0,4.4551,3.6316727515
2007-10-01,0,4.0298,0,3.6806,0,4.2644,3.4400433751
2007-10-02,0,3.9517,0,3.6446,0,4.3016,3.34924775
2007-10-03,0,3.9441,0,3.5604,0,4.1708,3.3056114178
2007-10-04,0,3.9538,0,3.1423,0.74,3.2401,3.3123523566
2007-10-05,0,3.6006,0.39,2.9295,0,3.594,3.2749528297
2007-10-06,0.41,3.0706,0.06,2.8907,0,3.4773,3.2849550901
2007-10-07,0,3.4532,0,2.9269,0,3.0487,3.2859860958
2007-10-08,0.02,3.4834,0,3.047,0,3.5106,3.2696677407
2007-10-09,0,3.517,0,3.2753,0,3.8742,3.2538975723
2007-10-10,0,3.4875,0,3.2335,0.32,3.8986,3.2527224201
2007-10-11,0,3.378,0,3.2267,0,3.8881,3.2325392041
2007-10-12,0,3.1876,0,2.9866,0,3.5174,3.2251227799
2007-10-13,0,2.9802,0,2.8455,0,3.3505,3.2187576199
2007-10-14,0,3.0617,0,2.9027,0,3.4298,3.2129807082
2007-10-15,0,3.0415,0,2.9732,0,3.5398,3.207557778
2007-10-16,25.83,2.3758,0,2.9098,0,3.3383,4.0253842136
2007-10-17,0,2.7582,0,2.6635,0,3.013,4.525261067
2007-10-18,24.05,1.7433,20.46,1.9535,49.34,2.517,13.1432814325
2007-10-19,0,3.0956,13.79,2.2499,91.75,1.6944,29.5955038587
2007-10-20,0,2.8495,0,2.6779,0.03,3.1001,10.3275531334
2007-10-21,0,2.8171,0,2.6688,0,3.1055,4.9147323897
2007-10-22,0.35,2.7721,25.48,2.164,9.79,2.508,6.3506161286
2007-10-23,11.95,2.2852,103.21,1.8759,17.98,1.8583,13.3991201374
2007-10-24,0,1.5603,10.71,1.2479,15.71,2.3253,19.2900456016
2007-10-25,0,1.85,21.32,0.9932,0.02,1.7387,16.3977788635
2007-10-26,0,1.8784,0,1.5878,0,2.0193,13.9457560424
2007-10-27,0,2.1368,0,1.9906,0,2.4494,10.8216680709
2007-10-28,0,2.0775,0,2.052,0,2.4908,8.092497517
2007-10-29,0,2.0745,0,2.1223,0,2.5469,6.1721879702
2007-10-30,0,2.1102,0,2.1368,0,2.3953,4.9679203352
2007-10-31,0,2.1861,0,2.2158,0,2.5317,4.2637824614
2007-11-01,0,2.3151,0,2.2987,0,2.6842,3.8704825308
2007-11-02,0,2.2319,0,2.2033,0,2.6007,3.657230616
2007-11-03,0,2.1467,0,2.1169,0,2.497,3.5434289231
2007-11-04,0,2.0404,0,1.9225,0,2.2477,3.482705545
2007-11-05,0,2.0467,0,1.9503,0,2.2389,3.4495869233
2007-11-06,0,2.1095,0,1.9257,0,2.2523,3.4305346823
2007-11-07,0,1.6192,0,1.5846,0,1.9707,3.4185508602
2007-11-08,0,1.573,0,1.4757,0,1.6952,3.4101138799
2007-11-09,0,1.7075,0,1.6027,0,1.7882,3.4034760606
2007-11-10,0,1.9738,0,1.7784,0,1.9797,3.3977586081
2007-11-11,4.91,1.6169,0,1.8095,0,1.9774,3.5489539483
2007-11-12,1.56,1.6966,0,1.8011,0,1.9951,3.6896153592
2007-11-13,6.48,1.3282,0,1.8173,0,2.0311,3.8301477145
2007-11-14,0,1.8923,0,1.8429,0,2.1124,3.8395519991
2007-11-15,0,1.9362,0,1.7408,5.86,1.7747,3.9838214245
2007-11-16,0,1.3856,0,1.3005,0,1.5355,3.5067293601
2007-11-17,0,1.4398,0,1.3549,0,1.52,3.4256949939
2007-11-18,11.94,1.3477,0,1.5823,0,1.7053,3.7677300219
2007-11-19,12.71,1.0561,0,1.4867,0,1.7229,4.3875949756
2007-11-20,0,1.5488,0,1.643,0,1.875,4.403314537
2007-11-21,0,1.716,10.45,1.4202,2.16,1.7632,4.3222852396
2007-11-22,13.34,1.4254,11.72,1.3564,18.08,1.5155,7.1312321
2007-11-23,4.43,0.9178,0,1.0867,0,1.5586,5.9303166443
2007-11-24,2.18,0.9422,0,1.0651,0,1.2892,5.3285644509
2007-11-25,7.85,0.863,8.14,1.0434,0,1.3769,5.1185336252
2007-11-26,26.24,0.9656,26.07,1.1489,89.69,1.3566,27.0439022575
2007-11-27,0,0.9425,0,1.1859,27.66,1.3519,19.4660232781
2007-11-28,0,1.2061,0,1.1718,0,1.3834,8.6060835186
2007-11-29,0,1.2957,0,1.2441,0,1.4722,5.7234070221
2007-11-30,0,1.2949,0,1.3024,0,1.4997,4.693071964
2007-12-01,0,1.3678,0,1.2737,0,1.4556,4.1039116264
2007-12-02,0,1.517,0,1.4322,0,1.5502,3.7707371721
2007-12-03,2.05,1.3495,1,1.4061,1.35,1.5942,3.854497232
2007-12-04,0,1.0377,0,1.0404,0,1.2151,3.6723840916
2007-12-05,0,1.1365,0,1.0847,0,1.2435,3.5722257222
2007-12-06,0,1.2166,0,1.1964,0,1.3097,3.4885339341
2007-12-07,0,1.1693,0,1.1535,0,1.2856,3.4350875824
2007-12-08,0,1.5119,0,1.388,0,1.5218,3.4035778786
2007-12-09,0,1.4683,6.61,1.2023,0,1.5879,3.5582004439
2007-12-10,0,1.5581,0,1.3391,0,1.6726,3.7728862845
2007-12-11,0,1.4323,0,1.432,0,1.6895,3.7525630227
2007-12-12,0,1.4266,0,1.3548,0,1.681,3.6459393771
2007-12-13,4.09,1.3027,1.57,1.3147,0,1.6536,3.7099976957
2007-12-14,5,0.8983,0,1.3801,8.73,1.3837,4.752888737
2007-12-15,14.55,1.0564,0,1.3092,0,1.4677,4.4469124281
2007-12-16,22.86,0.9602,0.06,1.1291,40.77,1.2228,13.269424943
2007-12-17,0,0.9187,0,0.8523,0,0.9907,7.2347955722
2007-12-18,0,0.9933,0,0.9454,0,1.0621,4.6332938017
2007-12-19,0,1.1327,0,1.1228,0,1.1809,3.9211340454
2007-12-20,42.39,1.1175,25.19,1.1534,0,1.4471,5.6263376793
2007-12-21,1.13,1.3592,39.29,1.0651,46.76,1.2277,19.1089358526
2007-12-22,0,1.2862,0,1.2051,0,1.3155,12.4089183005
2007-12-23,7.58,0.9998,19.02,0.987,6.15,1.0206,10.6911786568
2007-12-24,0,0.9038,0,0.8964,0,1.1082,8.9855946242
2007-12-25,0,0.9458,0,0.9099,0,1.0771,7.2673856856
2007-12-26,0,1.0064,0,0.9789,6,0.8979,6.9578347447
2007-12-27,10.76,0.8985,8.76,0.9425,0,1.1376,5.7276050315
2007-12-28,7.85,0.8494,0,1.1437,10.73,1.3009,7.9389997455
2007-12-29,0,1.0582,0,1.2564,39.46,1.3768,15.496767557
2007-12-30,0,1.0486,23.81,0.9817,66.08,1.0393,26.1082470367
2007-12-31,0,1.1658,0,1.0559,17.74,1.1477,17.3584232514
2008-01-01,0,1.1668,0,1.0906,0,1.3099,7.7719263394
2008-01-02,0,0.9632,0,0.8908,0,1.0735,5.3164534625
2008-01-03,0,0.8286,0,0.7694,0,0.8873,4.5503100554
2008-01-04,0,0.8536,0,0.8753,0,0.9848,4.0771442957
2008-01-05,0,1.1364,0,1.081,0,1.163,3.7898264391
2008-01-06,0,1.3632,0,1.3216,0,1.448,3.6229580984
2008-01-07,0,1.5215,0,1.4718,0,1.6785,3.5289506784
2008-01-08,0,1.4241,0,1.4331,0,1.7384,3.4766293649
2008-01-09,10.75,1.3178,19.71,1.32,0,1.7717,4.5071403283
2008-01-10,0,1.3966,5.33,1.2163,0,1.6561,5.8284094457
2008-01-11,6.9,1.1883,27.62,1.1935,13.2,1.5293,9.0937312938
2008-01-12,0,1.2542,0,1.2176,0,1.4229,8.7877755233
2008-01-13,3.23,1.1732,0,1.2614,0,1.4836,7.5312242237
2008-01-14,0,1.2172,0,1.1919,0,1.4317,6.2686163085
2008-01-15,0,1.2709,0,1.1796,0,1.3797,5.1689147631
2008-01-16,10.61,1.1174,10.26,1.0623,14.23,1.2275,7.4365776294
2008-01-17,7.07,0.7783,20.46,0.8136,30.71,0.8481,14.580401077
2008-01-18,0,1.0953,0,1.0083,0,1.1826,10.2896337689
2008-01-19,10.59,0.9052,26.01,0.9566,24.13,1.186,14.262291279
2008-01-20,0,1.091,14.89,0.7575,20.76,0.9353,17.4625784131
2008-01-21,0,1.1003,0,1.0077,0,1.1477,11.7945490682
2008-01-22,5.43,1.0347,0,1.1932,0,1.4246,8.2251268385
2008-01-23,4.32,1.0293,0.26,1.1535,0,1.5785,6.7970662699
2008-01-24,8.74,0.8415,5.67,0.9913,10.21,1.1618,8.249841265
2008-01-25,4.86,0.9524,4.24,0.9035,5.28,1.1853,8.09897617
2008-01-26,22.16,0.6684,37.77,0.8872,10.77,1.1574,11.3813695727
2008-01-27,0,1.0112,0.68,1.0404,6.11,1.1367,13.1009827039
2008-01-28,0,1.3415,0,1.3675,0,1.6329,10.1080227549
2008-01-29,0.16,1.6414,0,1.5522,0,1.7643,7.6203406409
2008-01-30,5.48,1.3882,26.55,1.3307,13.05,1.6274,10.2136888193
2008-01-31,11.46,1.1817,22.72,1.2018,0,1.6541,11.0826610702
2008-02-01,19.43,1.2069,55.12,1.3194,53.47,1.5806,28.7435859166
2008-02-02,0,1.5092,0,1.4983,0,1.6966,24.8662568472
2008-02-03,2.33,1.7509,0,1.7295,0,1.9306,15.566276234
2008-02-04,4.89,1.5637,0,2.0115,0,2.2911,11.742238205
2008-02-05,0,1.9266,0,1.7848,0,2.1552,8.6842416275
2008-02-06,17.24,1.8891,24.68,1.8189,5.06,1.6873,9.1845845521
2008-02-07,0,1.6369,0,1.7297,14.78,1.8669,12.5147010441
2008-02-08,0,1.8465,0,1.7446,0,2.0653,9.5129675567
2008-02-09,0,1.9872,0,1.9222,0,2.2319,6.6662661126
2008-02-10,0,2.0923,0,1.9809,0,2.3117,5.3576900177
2008-02-11,0,2.1819,0,1.9799,0,2.2859,4.5528566252
2008-02-12,0,2.2358,0,2.0969,0,2.4571,4.0782189009
2008-02-13,18.06,1.6199,15.18,1.6417,16.15,2.0384,7.6750073232
2008-02-14,0,1.6986,0,1.55,0,1.6445,7.5781929825
2008-02-15,0,2.0473,0,1.9073,0,2.1287,6.0238130153
2008-02-16,37.19,1.5008,3,1.7756,0,2.4389,6.4373379733
2008-02-17,24.97,1.8977,10.09,1.655,0,2.5013,7.9632398009
2008-02-18,0,2.3078,2.25,2.0512,24.74,2.1859,12.5322518965
2008-02-19,0,2.0166,0,1.9944,0,2.3239,9.0243616905
2008-02-20,0,2.2592,0,2.1241,0,2.4218,5.7322580302
2008-02-21,44.47,1.7455,6.9,1.8766,0,2.6059,6.4985245533
2008-02-22,31.22,1.7154,25.73,1.5882,28.55,1.6526,15.2861511433
2008-02-23,0,1.4191,0.02,2.2877,40.43,2.0401,24.150101266
2008-02-24,0,2.082,0,2.0436,0,2.4316,14.5265654847
2008-02-25,0,2.5004,0,2.3041,0,2.7867,7.1516039419
2008-02-26,5.44,2.2993,10.04,2.002,0,2.8915,6.2901469879
2008-02-27,0,2.0743,0,1.9632,13.18,2.1991,8.4372712481
2008-02-28,0,2.119,0,1.8987,0,2.0597,6.560747587
2008-02-29,0,2.5704,0,2.2346,0,2.517,4.7888813738
2008-03-01,3.07,2.2851,0,2.4863,0,2.8453,4.2925240665
2008-03-02,0,2.7091,0,2.726,0,3.143,4.0212450305
2008-03-03,0,2.8187,0,2.6513,0,3.3084,3.775364044
2008-03-04,12.62,2.4119,42.81,2.1661,22.1,2.555,9.4705453694
